4446,Canon P1-DHIII Palm Printing Calculator,Maureen Fritzler,49221,8.51,Ontario,Office Machines,0.4
4447,Xerox 20,Maureen Fritzler,49221,6.57,Ontario,Paper,0.37
4448,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Mark Cousins,49255,26.85,Ontario,Bookcases,
4449,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Kalyca Meade,49575,2.99,Ontario,Binders and Binder Accessories,0.36
4450,GBC VeloBinder Electric Binding Machine,Michael Dominguez,50144,9.07,Ontario,Binders and Binder Accessories,0.35
4451,Global Deluxe High-Back Office Chair in Storm,Odella Nelson,50181,28.63,Ontario,Chairs & Chairmats,0.76
4452,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Hallie Redmond,52324,30,Ontario,Chairs & Chairmats,0.69
4453,Ibico Ibimaster 300 Manual Binding System,Lena Creighton,52896,19.99,Ontario,Binders and Binder Accessories,0.4
4454,Avery 506,Lena Creighton,52896,0.5,Ontario,Labels,0.39
4455,Bretford CR8500 Series Meeting Room Furniture,Lena Creighton,52896,76.37,Ontario,Tables,0.6
4456,Xerox 1937,Clytie Kelty,53441,5.79,Ontario,Paper,0.37
4457,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Odella Nelson,53445,8.99,Ontario,Pens & Art Supplies,0.59
4458,Acco� Hot Clips� Clips to Go,Odella Nelson,53445,1.35,Ontario,Rubber Bands,0.4
4459,O'Sullivan Living Dimensions 2-Shelf Bookcases,Lena Creighton,54055,58.64,Ontario,Bookcases,0.75
4460,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Amy Cox,54151,1.46,Ontario,Paper,0.39
4461,Prang Dustless Chalk Sticks,Amy Cox,54151,1,Ontario,Pens & Art Supplies,0.35
4462,Panasonic KX-P2130 Dot Matrix Printer,Duane Benoit,54181,14.7,Ontario,Office Machines,0.59
4463,Laminate Occasional Tables,Amy Cox,54243,69,Ontario,Tables,0.68
4464,GBC DocuBind 200 Manual Binding Machine,Maureen Fritzler,54407,19.99,Ontario,Binders and Binder Accessories,0.35
4465,Anderson Hickey Conga Table Tops & Accessories,Benjamin Patterson,55394,27.75,Ontario,Tables,0.76
4466,"Iceberg OfficeWorks 42"" Round Tables",Katrina Willman,56003,16.01,Ontario,Tables,0.7
4467,Boston KS Multi-Size Manual Pencil Sharpener,Hallie Redmond,56128,8.99,Ontario,Pens & Art Supplies,0.57
4468,Hon 61000 Series Interactive Training Tables,Hallie Redmond,56128,46.59,Ontario,Tables,0.67
4469,Hoover Portapower� Portable Vacuum,Steven Roelle,56384,49,Ontario,Appliances,0.6
4470,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Steven Roelle,56384,69.64,Ontario,Tables,0.77
4471,i2000,Duane Benoit,56646,2.5,Ontario,Telephones and Communication,0.6
4472,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Ken Brennan,56967,6.13,Ontario,Computer Peripherals,0.45
4473,Avery 496,Amy Cox,57479,0.5,Ontario,Labels,0.37
4474,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Pete Takahito,57699,1.99,Ontario,Computer Peripherals,0.44
4475,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Pete Takahito,57699,19.99,Ontario,Envelopes,0.38
4476,Eldon� Wave Desk Accessories,Pete Takahito,57699,5.33,Ontario,Office Furnishings,0.43
4477,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Kristen Hastings,58690,69.64,Ontario,Tables,0.77
4478,Global Leather Executive Chair,Kristen Hastings,58784,39,Ontario,Chairs & Chairmats,0.55
4479,"AT&T Black Trimline Phone, Model 210",Kristen Hastings,58784,9.4,Ontario,Office Machines,0.49
4480,Hon Valutask� Swivel Chairs,Katrina Willman,59428,45,Ontario,Chairs & Chairmats,0.69
4481,Howard Miller Distant Time Traveler Alarm Clock,Katrina Willman,59428,19.46,Ontario,Office Furnishings,0.44
4482,Xerox 1979,Noel Staavos,1444,8.74,Ontario,Paper,0.4
4483,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Benjamin Venier,1921,91.05,Ontario,Appliances,0.57
4484,Epson LQ-870 Dot Matrix Printer,Katherine Murray,1985,14.7,Ontario,Office Machines,0.59
4485,2160i,Alan Schoenberger,2978,4.2,Ontario,Telephones and Communication,0.59
4486,StarTAC 7797,Mark Packer,7521,2.5,Ontario,Telephones and Communication,0.55
4487,Zoom V.92 USB External Faxmodem,Eric Barreto,11206,19.99,Ontario,Computer Peripherals,0.41
4488,Motorola SB4200 Cable Modem,Karl Brown,13351,19.99,Ontario,Computer Peripherals,0.48
4489,Fellowes 17-key keypad for PS/2 interface,Noel Staavos,13476,4,Ontario,Computer Peripherals,0.75
4490,V3682,Benjamin Venier,15399,4.2,Ontario,Telephones and Communication,0.59
4491,"Hon Metal Bookcases, Putty",Benjamin Venier,15687,46.74,Ontario,Bookcases,0.56
4492,Logitech Cordless Navigator Duo,Karl Brown,23169,7.18,Ontario,Computer Peripherals,0.48
4493,Newell 309,Ben Peterman,32292,2.36,Ontario,Pens & Art Supplies,0.55
4494,6120,Dave Poirier,32389,8.8,Ontario,Telephones and Communication,0.58
4495,Fiskars� Softgrip Scissors,Aaron Hawkins,37863,3.37,Ontario,"Scissors, Rulers and Trimmers",0.57
4496,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Rick Duston,40866,24.49,Ontario,Appliances,0.52
4497,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Alex Grayson,48263,1.21,Ontario,Paper,0.4
4498,Gyration Ultra Professional Cordless Optical Suite,Dianna Wilson,49989,7.18,Ontario,Computer Peripherals,0.48
4499,Acme� Elite Stainless Steel Scissors,Erica Hernandez,54595,2.64,Ontario,"Scissors, Rulers and Trimmers",0.59
4500,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Christy Brittain,55392,1.22,Ontario,Pens & Art Supplies,0.4
4501,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",David Kendrick,57249,12.23,Ontario,Office Furnishings,0.64
4502,Okidata ML395C Color Dot Matrix Printer,Noel Staavos,1444,14.7,Ontario,Office Machines,0.59
4503,Xerox 196,Paul Lucas,4965,7.96,Ontario,Paper,0.36
4504,Eldon Jumbo ProFile� Portable File Boxes Graphite/Black,Raymond Fair,5639,8.78,Ontario,Storage & Organization,0.57
4505,"Linden� 12"" Wall Clock With Oak Frame",Debra Catini,7297,19.99,Ontario,Office Furnishings,0.55
4506,Canon P1-DHIII Palm Printing Calculator,Fred McMath,8513,8.51,Ontario,Office Machines,0.4
4507,"Global High-Back Leather Tilter, Burgundy",Astrea Jones,10245,70.2,Ontario,Chairs & Chairmats,0.74
4508,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Fred McMath,11011,60.2,Ontario,Bookcases,0.56
4509,Anderson Hickey Conga Table Tops & Accessories,Tracy Poddar,12320,27.75,Ontario,Tables,0.76
4510,"Seth Thomas 14"" Putty-Colored Wall Clock",Troy Staebel,12326,57.87,Ontario,Office Furnishings,0.54
4511,Logitech Cordless Elite Duo,Raymond Fair,13056,7.18,Ontario,Computer Peripherals,0.4
4512,Fellowes 17-key keypad for PS/2 interface,Alejandro Savely,13125,4,Ontario,Computer Peripherals,0.75
4513,"Elite 5"" Scissors",Noel Staavos,17410,7.77,Ontario,"Scissors, Rulers and Trimmers",0.55
4514,Staples Colored Interoffice Envelopes,Troy Staebel,17953,19.51,Ontario,Envelopes,0.36
4515,Hewlett-Packard 2600DN Business Color Inkjet Printer,Chris Cortes,20711,56.14,Ontario,Office Machines,0.39
4516,PC Concepts 116 Key Quantum 3000 Keyboard,Troy Staebel,21606,5.5,Ontario,Computer Peripherals,0.75
4517,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Craig Yedwab,22820,4.38,Ontario,Computer Peripherals,0.75
4518,Xerox 231,Karl Brown,23169,5.11,Ontario,Paper,0.37
4519,Telescoping Adjustable Floor Lamp,Alan Shonely,23522,11.17,Ontario,Office Furnishings,0.6
4520,Canon PC-428 Personal Copier,Becky Martin,23616,24.49,Ontario,Copiers and Fax,0.46
4521,"Quartet Omega� Colored Chalk, 12/Pack",Katrina Willman,25092,1,Ontario,Pens & Art Supplies,0.38
4522,Newell 312,Tony Molinari,25157,1.2,Ontario,Pens & Art Supplies,0.55
4523,Heavy-Duty E-Z-D� Binders,Stefania Perrino,25280,2.99,Ontario,Binders and Binder Accessories,0.38
4524,Boston 16801 Nautilus� Battery Pencil Sharpener,Karl Brown,25313,5.53,Ontario,Pens & Art Supplies,0.59
4525,Peel-Off� China Markers,Amy Cox,25536,1.09,Ontario,Pens & Art Supplies,0.43
4526,Portable Personal File Box,Hunter Lopez,25666,4.81,Ontario,Storage & Organization,0.58
4527,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Dianna Arnett,28001,21.21,Ontario,Office Furnishings,0.59
4528,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Giulietta Dortch,28999,1.99,Ontario,Computer Peripherals,0.45
4529,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Dave Poirier,29666,2.38,Ontario,Computer Peripherals,0.74
4530,Wirebound Voice Message Log Book,Michael Kennedy,30599,0.88,Ontario,Paper,0.39
4531,Riverside Furniture Stanwyck Manor Table Series,Eleni McCrary,31232,61.76,Ontario,Tables,0.78
4532,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Eleni McCrary,31239,1.99,Ontario,Computer Peripherals,0.45
4533,Space Solutions� Industrial Galvanized Steel Shelving.,George Zrebassa,31392,35,Ontario,Storage & Organization,0.83
4534,Anderson Hickey Conga Table Tops & Accessories,Dave Poirier,32389,27.75,Ontario,Tables,0.76
4535,"Companion Letter/Legal File, Black",Deanra Eno,33090,12.9,Ontario,Storage & Organization,0.57
4536,Office Star - Task Chair with Contemporary Loop Arms,Sara Luxemburg,33987,30,Ontario,Chairs & Chairmats,0.61
4537,Xerox 1951,Pierre Wener,37731,9.18,Ontario,Paper,0.4
4538,Newell 340,Tracy Poddar,38337,0.7,Ontario,Pens & Art Supplies,0.56
4539,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Eric Barreto,38369,69,Ontario,Tables,0.68
4540,Belkin 105-Key Black Keyboard,Pierre Wener,38723,4,Ontario,Computer Peripherals,0.68
4541,Euro Pro Shark Stick Mini Vacuum,Dan Campbell,39266,49,Ontario,Appliances,0.59
4542,Bionaire Personal Warm Mist Humidifier/Vaporizer,Amy Cox,40103,5.1,Ontario,Appliances,0.46
4543,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Katherine Murray,40131,9.86,Ontario,Paper,0.4
4544,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Paul Knutson,41504,5.8,Ontario,Storage & Organization,0.6
4545,Avoid Verbal Orders Carbonless Minifold Book,Jennifer Patt,43588,1.09,Ontario,Paper,0.39
4546,Eldon� Gobal File Keepers,Michael Kennedy,43751,4.53,Ontario,Storage & Organization,0.81
4547,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Raymond Fair,44448,1.99,Ontario,Computer Peripherals,0.45
4548,"Wilson Jones Hanging View Binder, White, 1""",Chuck Sachs,46531,6.05,Ontario,Binders and Binder Accessories,0.39
4549,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Chris Cortes,46534,19.99,Ontario,Office Machines,0.52
4550,Avery Legal 4-Ring Binder,Denise Leinenbach,47459,1.49,Ontario,Binders and Binder Accessories,0.35
4551,Canon F603 Scientific Calculator,Amy Cox,48455,6.24,Ontario,Office Machines,0.36
4552,Accessory6,Cathy Hwang,49056,5,Ontario,Telephones and Communication,0.8
4553,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",Evan Henry,49190,2,Ontario,Paper,0.39
4554,Xerox 1937,Brian Stugart,51783,5.79,Ontario,Paper,0.37
4555,Staples Battery-Operated Desktop Pencil Sharpener,Carlos Meador,52006,2.89,Ontario,Pens & Art Supplies,0.6
4556,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Erica Hernandez,54595,30,Ontario,Chairs & Chairmats,0.78
4557,LX 788,Bobby Elias,55202,8.99,Ontario,Telephones and Communication,0.58
4558,Hoover Upright Vacuum With Dirt Cup,Kean Thornton,55431,19.99,Ontario,Appliances,0.56
4559,"Global High-Back Leather Tilter, Burgundy",Alan Schoenberger,55713,70.2,Ontario,Chairs & Chairmats,0.74
4560,Xerox 1885,Daniel Raglin,57570,7.23,Ontario,Paper,0.37
4561,"Quartet Alpha� White Chalk, 12/Pack",Brian Stugart,58372,1,Ontario,Pens & Art Supplies,0.38
4562,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Pierre Wener,59552,6.28,Ontario,Binders and Binder Accessories,0.4
4563,Bush Advantage Collection� Round Conference Table,Grant Donatelli,2272,52.2,Ontario,Tables,0.64
4564,"Imation Neon Mac Format Diskettes, 10/Pack",Julie Prescott,6498,2.83,Ontario,Computer Peripherals,0.77
4565,Bretford CR8500 Series Meeting Room Furniture,Cari MacIntyre,16260,42.52,Ontario,Tables,0.71
4566,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Grant Donatelli,16359,14.72,Ontario,Envelopes,0.4
4567,"Eldon Spacemaker� Box, Quick-Snap Lid, Clear",Grant Donatelli,16359,7.49,Ontario,Pens & Art Supplies,0.54
4568,Global Troy� Executive Leather Low-Back Tilter,Jason Fortune,21922,26,Ontario,Chairs & Chairmats,0.6
4569,DAX Solid Wood Frames,Jason Fortune,21922,6.02,Ontario,Office Furnishings,0.48
4570,Newell 329,Jason Fortune,21922,0.98,Ontario,Pens & Art Supplies,0.59
4571,Xerox 1949,Julie Prescott,23558,4.72,Ontario,Paper,0.36
4572,Hon iLevel� Computer Training Table,Julie Prescott,23558,45.51,Ontario,Tables,0.65
4573,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Jason Fortune,27205,3.52,Ontario,Computer Peripherals,0.68
4574,Avery 507,Candace McMahon,27461,0.5,Ontario,Labels,0.39
4575,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Candace McMahon,27461,19.99,Ontario,Paper,0.36
4576,Xerox 1885,Dave Brooks,29957,7.23,Ontario,Paper,0.37
4577,"Eldon� Image Series Desk Accessories, Burgundy",Jim Karlsson,30593,6.92,Ontario,Office Furnishings,0.49
4578,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Jim Karlsson,30593,8.99,Ontario,Pens & Art Supplies,0.56
4579,Micro Innovations 104 Keyboard,Jim Karlsson,32871,6.5,Ontario,Computer Peripherals,0.64
4580,Panasonic KX-P1150 Dot Matrix Printer,Jim Karlsson,32871,17.85,Ontario,Office Machines,0.56
4581,Xerox 1893,Cari MacIntyre,35878,17.48,Ontario,Paper,0.36
4582,Model L Table or Wall-Mount Pencil Sharpener,Philip Fox,37924,8.65,Ontario,Pens & Art Supplies,0.57
4583,DAX Wood Document Frame.,Candace McMahon,38400,6.85,Ontario,Office Furnishings,0.54
4584,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",Grant Carroll,38498,1.99,Ontario,Computer Peripherals,0.49
4585,"Sanford Prismacolor� Professional Thick Lead Art Pencils, 36-Color Set",Grant Carroll,38498,4.27,Ontario,Pens & Art Supplies,0.46
4586,Keytronic Designer 104- Key Black Keyboard,Jason Fortune,39492,19.99,Ontario,Computer Peripherals,0.77
4587,Xerox 199,Jason Fortune,39492,5.68,Ontario,Paper,0.4
4588,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Philip Fox,39686,91.05,Ontario,Appliances,0.57
4589,8860,Philip Fox,39686,5.26,Ontario,Telephones and Communication,0.56
4590,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Dave Brooks,42693,9.71,Ontario,Storage & Organization,0.57
4591,Logitech Cordless Access Keyboard,Julie Prescott,42850,5.5,Ontario,Computer Peripherals,0.51
4592,Canon PC940 Copier,Julie Prescott,46050,24.49,Ontario,Copiers and Fax,0.52
4593,Fellowes Stor/Drawer� Steel Plus� Storage Drawers,Julie Prescott,46050,19.99,Ontario,Storage & Organization,0.79
4594,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Grant Donatelli,46212,45.7,Ontario,Tables,0.71
4595,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Grant Carroll,49313,4.93,Ontario,Office Furnishings,0.57
4596,Accessory23,Grant Carroll,49313,1.25,Ontario,Telephones and Communication,0.36
4597,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Grant Carroll,49477,5.83,Ontario,Paper,0.36
4598,Ibico Covers for Plastic or Wire Binding Elements,Philip Fox,49889,7.19,Ontario,Binders and Binder Accessories,0.4
4599,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Philip Fox,49889,2.03,Ontario,Pens & Art Supplies,0.57
4600,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Dave Brooks,52416,5.83,Ontario,Paper,0.36
4601,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Dave Brooks,52416,69.64,Ontario,Tables,0.72
4602,Harmony HEPA Quiet Air Purifiers,Candace McMahon,55140,6.96,Ontario,Appliances,0.5
4603,Xerox Blank Computer Paper,Frank Hawley,56550,5.77,Ontario,Paper,0.38
4604,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Grant Carroll,57447,3.62,Ontario,Computer Peripherals,0.61
4605,Logitech Internet Navigator Keyboard,Grant Carroll,57447,6.5,Ontario,Computer Peripherals,0.79
4606,Xerox 194,Ionia McGrath,1185,14.3,New Brunswick,Paper,0.37
4607,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Lori Olson,2149,4.93,New Brunswick,Office Furnishings,0.57
4608,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Quincy Jones,2466,5.81,New Brunswick,Office Furnishings,0.65
4609,Adesso Programmable 142-Key Keyboard,Patrick Jones,3493,6.5,New Brunswick,Computer Peripherals,0.74
4610,Staples 4 Outlet Surge Protector,Patrick Jones,3588,3.5,New Brunswick,Appliances,0.58
4611,Keytronic French Keyboard,Patrick Jones,3588,4,New Brunswick,Computer Peripherals,0.79
4612,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Patrick Jones,3588,3.92,New Brunswick,Office Furnishings,0.44
4613,Lexmark Z54se Color Inkjet Printer,Patrick Jones,3588,14,New Brunswick,Office Machines,0.36
4614,Xerox 1927,Ionia McGrath,5957,6.72,New Brunswick,Paper,0.4
4615,Bush Mission Pointe Library,Ionia McGrath,5957,66.27,New Brunswick,Bookcases,0.65
4616,1726 Digital Answering Machine,Ionia McGrath,5957,4.81,New Brunswick,Telephones and Communication,0.58
4617,Xerox 1916,Ionia McGrath,6183,5.86,New Brunswick,Paper,0.35
4618,Acme� Box Cutter Scissors,Nathan Mautz,6402,4.68,New Brunswick,"Scissors, Rulers and Trimmers",0.59
4619,Wilson Jones Impact Binders,Patrick Jones,6720,5.74,New Brunswick,Binders and Binder Accessories,0.36
4620,O'Sullivan Living Dimensions 2-Shelf Bookcases,Patrick Jones,6720,58.64,New Brunswick,Bookcases,0.75
4621,Avery 48,Patrick Jones,6720,0.5,New Brunswick,Labels,0.39
4622,"Executive Impressions 13"" Chairman Wall Clock",Nathan Mautz,6785,8.99,New Brunswick,Office Furnishings,0.5
4623,Accessory35,Karen Seio,8295,1.1,New Brunswick,Telephones and Communication,0.55
4624,i2000,Karen Seio,8295,2.5,New Brunswick,Telephones and Communication,0.6
4625,Peel-Off� China Markers,Quincy Jones,8704,1.09,New Brunswick,Pens & Art Supplies,0.43
4626,"Quartet Alpha� White Chalk, 12/Pack",Quincy Jones,8704,1,New Brunswick,Pens & Art Supplies,0.38
4627,Canon MP41DH Printing Calculator,Ken Lonsdale,8834,13.99,New Brunswick,Office Machines,0.38
4628,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Lori Olson,8933,2.99,New Brunswick,Binders and Binder Accessories,0.36
4629,"Seth Thomas 12"" Clock w/ Goldtone Case",Lori Olson,8933,7.58,New Brunswick,Office Furnishings,0.51
4630,Xerox 188,Ionia McGrath,9222,5.01,New Brunswick,Paper,0.36
4631,Avery Reinforcements for Hole-Punch Pages,Patrick Gardner,10243,4.77,New Brunswick,Binders and Binder Accessories,0.4
4632,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Karen Seio,10502,43.32,New Brunswick,Chairs & Chairmats,0.55
4633,"Executive Impressions 13"" Chairman Wall Clock",Karen Seio,10502,8.99,New Brunswick,Office Furnishings,0.5
4634,"Eldon Regeneration Recycled Desk Accessories, Smoke",Quincy Jones,10886,4.08,New Brunswick,Office Furnishings,0.53
4635,Hewlett-Packard 2600DN Business Color Inkjet Printer,Quincy Jones,10886,56.14,New Brunswick,Office Machines,0.39
4636,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Ionia McGrath,11047,60,New Brunswick,Appliances,0.41
4637,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Ionia McGrath,11047,64.59,New Brunswick,Tables,0.66
4638,Portable Personal File Box,Patrick Jones,12803,4.81,New Brunswick,Storage & Organization,0.58
4639,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Nona Balk,13767,69.64,New Brunswick,Tables,0.72
4640,OIC Thumb-Tacks,Nathan Mautz,14117,0.7,New Brunswick,Rubber Bands,0.38
4641,Staples Copy Paper (20Lb. and 84 Bright),Quincy Jones,14976,4.7,New Brunswick,Paper,0.38
4642,"Memorex 4.7GB DVD-RAM, 3/Pack",Lori Olson,14980,1.99,New Brunswick,Computer Peripherals,0.42
4643,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Erin Mull,16133,15.59,New Brunswick,Office Machines,0.36
